Qualification Code;Phases Code;Phases Description;Subject Code;Subject Credits;Notional Hours;Periods per Topic;Subject Description;Topic Code;Topic Description;Assessment Criteria Number;Assesment Criteria Description;LPN;Lesson Plan Description ;Lesson Plan Content;Bibliography;Lecturer Actions;Learner Actions;Learning Aids
90420;652302000-KM-01;Basic engineering;KM-01-KT02;6,4;64;9;Workplace health, safety and environmental protection;KT0201;General overview of occupational health and safety legislation;AC 4;Explain the South African occupational health and safety legislation ;LPN 11;General overview of occupational health and safety legislation;"South Africa’s Occupational Health and Safety (OHS) legislation provides the legal framework that protects workers from injury, illness, and unsafe working conditions. Apprentices must understand that the Occupational Health and Safety Act (OHSA) places responsibility on both employers and employees to maintain a safe working environment. The Act outlines duties such as hazard identification, risk assessment, incident reporting, and the implementation of safety controls. It also empowers inspectors to enforce compliance and issue penalties for unsafe practices. Understanding the purpose and structure of OHSA helps apprentices appreciate why safety procedures are non‑negotiable in technical environments.

In addition to the OHSA, apprentices must be aware of supporting regulations such as the General Safety Regulations, Driven Machinery Regulations, Electrical Machinery Regulations, and Hazardous Chemical Substances Regulations. These regulations provide detailed rules for specific workplace activities, equipment, and materials. Apprentices must learn how these laws apply to their daily tasks, including the use of PPE, safe machine operation, and emergency procedures. By understanding the legal framework, apprentices develop a sense of accountability and recognise that safety is both a legal requirement and a professional responsibility.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302000-KM-01;Basic engineering;KM-01-KT02;6,4;64;9;Workplace health, safety and environmental protection;KT0202;General workshop safety rules;AC 5;Explain technician workshop safety rules and precautions;LPN 12;General workshop safety rules;"Workshop safety rules form the foundation of safe behaviour in any technical environment. Apprentices must understand that these rules are designed to prevent injuries, protect equipment, and ensure efficient workflow. Basic safety rules include wearing appropriate PPE, maintaining clean and organised work areas, and ensuring that tools and machines are used only for their intended purpose. Apprentices must also follow lockout procedures, report hazards immediately, and avoid horseplay or distractions that compromise safety. Understanding and consistently applying these rules helps create a disciplined and hazard‑aware workshop culture.

Precautions extend beyond personal behaviour. Apprentices must learn to inspect tools before use, ensure guards and safety devices are in place, and verify that machines are properly maintained. They must also understand the importance of good housekeeping, such as removing oil spills, storing materials safely, and keeping walkways clear. Emergency procedures — including evacuation routes, fire extinguisher locations, and first‑aid protocols — must be known and practised. By internalising workshop safety rules and precautions, apprentices contribute to a safe, productive, and legally compliant working environment.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302000-KM-01;Basic engineering;KM-01-KT02;6,4;64;9;Workplace health, safety and environmental protection;KT0204;Safety symbols and coding;AC 6;Safety signs are recognised and described in terms of associated risk and safe conduct;LPN 13;Safety symbols and coding;"Safety symbols and signs provide essential visual communication in a workshop, helping apprentices quickly identify hazards, required PPE, and emergency equipment. Apprentices must learn to recognise the four main categories of safety signs: mandatory signs (blue), prohibition signs (red), warning signs (yellow), and emergency information signs (green). Each symbol conveys a specific instruction or warning, such as “Wear eye protection,” “No smoking,” “High voltage,” or “Emergency exit.” Understanding these symbols ensures that apprentices can respond appropriately to risks without needing verbal instructions.

Interpreting safety signs correctly is critical for preventing accidents. Apprentices must understand the behaviour expected when encountering each sign — for example, wearing the required PPE, avoiding restricted areas, or following evacuation routes. They must also recognise colour coding on pipes, cylinders, and equipment, which indicates the contents or associated hazards. By learning to interpret safety symbols and coding, apprentices develop situational awareness and the ability to navigate the workshop safely and confidently";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302000-KM-01;Basic engineering;KM-01-KT02;6,4;64;9;Workplace health, safety and environmental protection;KT0205;Types of personal protective equipment;AC 7;Identidy and list tne personal potective equimpment that must be used by a technical apprentice;LPN 14;Types of personal protective equipment;"Personal Protective Equipment (PPE) is the first line of defence against workplace injuries, and apprentices must understand the purpose and correct use of each item. Common PPE includes safety boots, overalls, gloves, safety goggles, face shields, ear protection, and respiratory masks. Each type of PPE is designed to protect against specific hazards such as flying particles, chemical exposure, noise, or sharp objects. Apprentices must learn how to select appropriate PPE for different tasks and ensure that it fits properly and is in good condition before use.

Proper care and maintenance of PPE are essential for ensuring its effectiveness. Apprentices must inspect PPE regularly for damage, clean it according to manufacturer guidelines, and store it in designated areas to prevent contamination or deterioration. They must also understand that PPE is not a substitute for safe behaviour or engineering controls; it is part of a broader safety system. By using PPE correctly and consistently, apprentices reduce the risk of injury and demonstrate professionalism and respect for workplace safety standards.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302000-KM-01;Basic engineering;KM-01-KT02;6,4;64;9;Workplace health, safety and environmental protection;KT0206;Hazard identification and risk assessment principles;AC 8;Identify the hazards applicable to technical apprentices within a technical workshop;LPN 15;Hazard identification and risk assessment principles;"Hazard identification is a critical skill that enables apprentices to recognise potential sources of harm before accidents occur. In a technical workshop, common hazards include moving machinery, sharp tools, electrical equipment, hot surfaces, chemicals, and poor housekeeping. Apprentices must learn to observe their surroundings carefully, identify unsafe conditions, and understand how hazards can lead to injuries or equipment damage. Recognising hazards early allows apprentices to take corrective action or report concerns to supervisors.

Risk assessment involves evaluating the likelihood and severity of potential harm and determining appropriate control measures. Apprentices must understand the hierarchy of controls, which prioritises eliminating hazards, substituting safer alternatives, implementing engineering controls, applying administrative controls, and finally using PPE. By learning to assess risks systematically, apprentices develop the ability to make informed decisions that protect themselves and others. This skill is essential for maintaining a safe and efficient workshop environment";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302000-KM-01;Basic engineering;KM-01-KT02;6,4;64;9;Workplace health, safety and environmental protection;KT0207;Fundamentals of securing worksites;AC 9;The inter-relationship between workplace safety and a productive work environment is demonstrated through responses to questions;LPN 16;Fundamentals of securing worksites;"A secure worksite is essential for maintaining both safety and productivity. Apprentices must understand that a well‑organised, hazard‑free environment allows tasks to be completed efficiently without unnecessary interruptions or risks. Securing a worksite includes controlling access to hazardous areas, using barriers and signage, maintaining clear walkways, and ensuring that tools and materials are stored properly. When worksites are secure, workers can focus on their tasks without fear of injury, and workflow disruptions caused by accidents or unsafe conditions are minimised.

The relationship between safety and productivity is direct: unsafe environments lead to injuries, downtime, equipment damage, and costly delays. Apprentices must learn that taking time to secure a worksite — such as cleaning spills, locking out machinery, or setting up proper lighting — ultimately saves time and improves output. By understanding this inter‑relationship, apprentices develop a proactive approach to safety and recognise that secure worksites are essential for achieving high‑quality, efficient work.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302000-KM-01;Basic engineering;KM-01-KT02;6,4;64;9;Workplace health, safety and environmental protection;KT0208;Environmental protection and pollution concepts;AC 10;Environmental regulations concerning disposal of hazardous wastes are described;LPN 17;Environmental protection and pollution concepts;"Environmental protection is a key responsibility in modern engineering practice, and apprentices must understand how workshop activities impact the environment. Hazardous wastes such as oils, solvents, metal shavings, chemicals, and contaminated rags must be handled and disposed of according to environmental regulations. Apprentices must learn to identify hazardous materials, use designated waste containers, and follow procedures for separating recyclable materials from general waste. Proper disposal prevents soil and water contamination and ensures compliance with national environmental laws.

South African regulations, including the National Environmental Management Act (NEMA) and related waste‑management guidelines, require workplaces to minimise pollution and manage waste responsibly. Apprentices must understand the importance of spill‑response procedures, safe storage of chemicals, and the use of Material Safety Data Sheets (MSDS). By following environmental protection practices, apprentices contribute to sustainable operations, protect natural resources, and uphold the ethical standards expected in the engineering profession.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302000-KM-01;Basic engineering;KM-01-KT03;3,2;32;5;Engineering drawings;KT0301;Mechanical Engineering Freehand Drawing;AC 11;Freehand drawings demonstrate accurate resemblance to original object in terms of dimensions, shape and size;LPN 18;Mechanical Engineering Freehand Drawing;"Freehand drawing is an essential skill for apprentices in mechanical engineering, enabling them to communicate ideas, visualise components, and interpret workshop tasks without relying solely on instruments. Apprentices must learn to sketch objects with correct proportions, capturing the essential features such as shape, size, and orientation. Freehand drawing develops spatial awareness and helps learners understand how components fit together in assemblies. It also prepares them for more advanced drawing techniques, including orthographic and isometric projection.

Accuracy in freehand drawing requires practice and attention to detail. Apprentices must learn to estimate dimensions, maintain consistent line quality, and represent features such as holes, fillets, and chamfers clearly. They must also understand how to simplify complex shapes into basic geometric forms before refining the sketch. By mastering freehand drawing, apprentices gain confidence in visual communication and develop a strong foundation for interpreting engineering drawings in real workshop situations.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302000-KM-01;Basic engineering;KM-01-KT03;3,2;32;5;Engineering drawings;KT0302;Code of practice for engineering drawing (symbols and abbreviations);AC 12;Indentify, list and explain the symbols and abbreviations used in engineering drawings;LPN 19;Code of practice for engineering drawing (symbols and abbreviations);"Engineering drawings use standardised symbols and abbreviations to communicate technical information clearly and consistently. Apprentices must learn to recognise common symbols related to surface finish, welding, tolerances, materials, and geometric dimensioning. These symbols ensure that drawings can be interpreted correctly across different industries and workshops. Understanding these conventions is essential for producing accurate work and avoiding costly mistakes caused by misinterpretation.

In addition to symbols, apprentices must learn the abbreviations commonly used in mechanical engineering drawings, such as DIA (diameter), RAD (radius), TYP (typical), and REF (reference). They must also understand how these abbreviations relate to dimensions, notes, and specifications. By learning the code of practice, apprentices develop the ability to read and interpret drawings efficiently, ensuring that manufactured components meet design requirements and industry standards.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302000-KM-01;Basic engineering;KM-01-KT03;3,2;32;5;Engineering drawings;KT0303;Drawing instruments and equipment;AC 13;Accurate drawings indicate instruments are used correctly;LPN 20;Drawing instruments and equipment;"Technical drawing requires the correct use of instruments such as rulers, compasses, protractors, set squares, dividers, and drawing boards. Apprentices must learn how to handle these tools properly to produce accurate and neat drawings. This includes maintaining sharp pencils, using correct line weights, and ensuring that instruments are clean and undamaged. Proper technique ensures that drawings meet industry standards and can be interpreted reliably by technicians and engineers.

Apprentices must also understand how to set up a drawing workspace, including securing paper, aligning instruments, and maintaining correct posture. They must learn the difference between construction lines, object lines, centre lines, and hidden detail lines, applying each appropriately. By mastering drawing instruments and equipment, apprentices develop precision, discipline, and attention to detail — essential qualities for producing high‑quality engineering drawings.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302000-KM-01;Basic engineering;KM-01-KT03;3,2;32;5;Engineering drawings;KT0304;Dimensioning Methods;AC 14;First and third angle orthographic projections are read and interpreted accurately;LPN 21;Dimensioning Methods;"Orthographic projection is a fundamental method used to represent three‑dimensional objects in two‑dimensional views. Apprentices must learn the difference between first‑angle and third‑angle projection, including how views are arranged and interpreted. In first‑angle projection, the object is placed between the viewer and the plane of projection, while in third‑angle projection, the plane is between the viewer and the object. Understanding these conventions ensures that apprentices can read engineering drawings correctly, regardless of the projection method used.

Dimensioning is essential for communicating the size, location, and tolerance of features on a component. Apprentices must learn how to interpret dimensions, extension lines, leader lines, and notes. They must also understand how to identify missing or critical dimensions and how to relate different views to one another. By mastering orthographic projection and dimensioning methods, apprentices develop the ability to visualise components accurately and produce work that meets design specifications.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
90420;652302000-KM-01;Basic engineering;KM-01-KT03;3,2;32;5;Engineering drawings;KT0305;Isometric Drawings;AC 15;Isometric drawings are read and interpreted accurately;LPN 22;Isometric Drawings;"Isometric drawing is a method used to represent three‑dimensional objects in a single view, using equal angles of 120° between axes. Apprentices must learn how to interpret isometric drawings to visualise the shape, size, and orientation of components. Isometric drawings are commonly used in workshop settings because they provide a clear representation of complex objects without requiring multiple views. Understanding isometric projection helps apprentices bridge the gap between 2D drawings and real‑world components.

Apprentices must also learn how to identify features such as holes, slots, chamfers, and fillets in isometric form. They must understand how to interpret hidden details, centre lines, and symmetry. By mastering isometric drawing interpretation, apprentices develop strong spatial reasoning skills and the ability to translate drawings into accurate workshop tasks.";;"Follow the Lesson, Explain, Demonstrate, Verify Learner understanding, Practical Skills, Reflexivity
Summary Lesson. Highlight Key Points. Explain Workbook Exercises";"Pay Attention.
Take Notes
Ask when uncertain.
Mark topic in Learner Guide. Clarify Workbook Exercises. Clarify POE Content. Study after hours.
";"PowerPoint slides.
Learner Guides.
Workbook.
Videos.
Relevant Protective Clothing.
Signs and Symbols.
Mechanical parts and Components."
